main_category,level,parent_category,category_name
Astronomia,7,Kratery uderzeniowe w Europie,Kratery uderzeniowe w Estonii
Astronomia,7,Kratery uderzeniowe w Europie,Kratery uderzeniowe w Szwecji
Astronomia,7,Kratery uderzeniowe w Europie,Kratery uderzeniowe w Finlandii
Astronomia,7,Eksploracja Jowisza,Program Voyager
Astronomia,7,Księżyce Marsa,Deimos
Astronomia,7,Księżyce Marsa,Kratery uderzeniowe na księżycach Marsa
Astronomia,7,Księżyce Marsa,Fobos
Astronomia,7,Topografia Marsa,Kratery marsjańskie
Astronomia,7,Misje na Marsa,Program Mars
Astronomia,7,Misje na Marsa,Mars Science Laboratory
Astronomia,7,Misje na Marsa,Mars Scout Program
Astronomia,7,Misje na Marsa,Program Viking
Astronomia,7,Topografia Marsa,Równiny marsjańskie
Astronomia,7,Topografia Marsa,Wulkany marsjańskie
Astronomia,7,Topografia Marsa,Szczyty Marsa
Astronomia,7,Jowisz,Księżyce Jowisza
Astronomia,7,Jowisz,Eksploracja Jowisza
Astronomia,7,Neptun,Księżyce Neptuna
Astronomia,7,Pozasłoneczne gazowe olbrzymy,Gorące jowisze
Astronomia,7,Pozasłoneczne gazowe olbrzymy,Gorące neptuny
Astronomia,7,Saturn,Eksploracja Saturna
Astronomia,7,Saturn,Księżyce Saturna
Astronomia,7,Uran,Księżyce Urana
Astronomia,7,Saturn,Pierścienie Saturna
Astronomia,7,Księżyce Neptuna,Topografia Trytona
Astronomia,7,Księżyce Saturna,Ukształtowanie powierzchni Mimasa
Astronomia,7,Księżyce Saturna,Ukształtowanie powierzchni Tytana
Astronomia,7,Księżyce Saturna,Kratery uderzeniowe na księżycach Saturna
Astronomia,7,Księżyce Saturna,Ukształtowanie powierzchni Enceladusa
Astronomia,7,Eksploracja Saturna,Program Voyager
Astronomia,7,Księżyce Saturna,Ukształtowanie powierzchni Tetydy
Astronomia,7,Księżyc,Eksploracja Księżyca
Astronomia,7,Księżyc,Bóstwa lunarne
Astronomia,7,Księżyc,Selenografia
Astronomia,7,Księżyc,Geologia Księżyca
Astronomia,7,Księżyc,Zaćmienia Księżyca
Astronomia,7,Księżyc,Meteoryty znalezione na Księżycu
Astronomia,7,Eksploracja Wenus,Program Wenera
Astronomia,7,Mars,Geologia Marsa
Astronomia,7,Mars,Księżyce Marsa
Astronomia,7,Mars,Meteoryty znalezione na Marsie
Astronomia,7,Mars,Topografia Marsa
Astronomia,7,Mars,Meteoryty marsjańskie
Astronomia,7,Merkury,Eksploracja Merkurego
Astronomia,7,Wenus,Eksploracja Wenus
Astronomia,7,Pozasłoneczne planety skaliste,Superziemie
Astronomia,7,Mars,Misje na Marsa
Astronomia,7,Merkury,Kratery merkuriańskie
Astronomia,7,Wenus,Kratery wenusjańskie
Astronomia,7,Ziemia,Orbity okołoziemskie
Astronomia,7,Ziemia,Księżyc
Astronomia,7,Listy planetoid,Lista ponumerowanych planetoid
Astronomia,7,Eksploracja Jowisza,Program Voyager
Astronomia,7,Listy planetoid,Planetoidy z nazwami związanymi z Polską
Astronomia,7,Misje na Marsa,Program Mars
Astronomia,7,Misje na Marsa,Mars Scout Program
Astronomia,7,Misje na Marsa,Mars Science Laboratory
Astronomia,7,Misje na Marsa,Program Viking
Astronomia,7,Eksploracja Saturna,Program Voyager
Astronomia,7,Eksploracja Wenus,Program Wenera
Astronomia,7,Rodziny komet,Komety rodziny Jowisza
Astronomia,7,Rodziny komet,Komety typu Chirona
Astronomia,7,Rodziny komet,Komety typu Halleya
Astronomia,7,Rodziny komet,Komety typu Enckego
Astronomia,7,Rodziny komet,Komety grupy Kreutza
Astronomia,7,Rodziny komet,Komety pasa głównego
Astronomia,7,Grupy i rodziny planetoid,Planetoidy z grupy Atena
Astronomia,7,Grupy i rodziny planetoid,Planetoidy z grupy Amora
Astronomia,7,Grupy i rodziny planetoid,Planetoidy z grupy Atiry
Astronomia,7,Grupy i rodziny planetoid,Planetoidy z grupy centaurów
Astronomia,7,Grupy i rodziny planetoid,Planetoidy z grupy Apolla
Astronomia,7,Grupy i rodziny planetoid,Rodzina planetoidy Eunomia
Astronomia,7,Grupy i rodziny planetoid,Rodzina planetoidy Flora
Astronomia,7,Grupy i rodziny planetoid,Damokloidy
Astronomia,7,Grupy i rodziny planetoid,Rodzina planetoidy Gefion
Astronomia,7,Grupy i rodziny planetoid,Rodzina planetoidy Hilda
Astronomia,7,Księżyce planetoid,Księżyce planet karłowatych
Astronomia,7,Listy planetoid,Lista ponumerowanych planetoid
Astronomia,7,Listy planetoid,Planetoidy z nazwami związanymi z Polską
Astronomia,7,Nazwane planetoidy,Planetoidy z nazwami związanymi z Polską
Astronomia,7,Meteoroidy,Meteory muskający atmosferę
Astronomia,7,Meteoroidy,Roje meteorów
Astronomia,7,Meteoroidy,Meteoryty
Astronomia,7,Planetoidy bliskie Ziemi,Planetoidy z grupy Amora
Astronomia,7,Pluton,Księżyce Plutona
Astronomia,7,Mars,Geologia Marsa
Astronomia,7,Planetoidy bliskie Ziemi,Planetoidy z grupy Apolla
Astronomia,7,Planetoidy bliskie Ziemi,Planetoidy z grupy Atena
Astronomia,7,Jowisz,Eksploracja Jowisza
Astronomia,7,Planetoidy bliskie Ziemi,Planetoidy z grupy Atiry
Astronomia,7,Jowisz,Księżyce Jowisza
Astronomia,7,Mars,Meteoryty marsjańskie
Astronomia,7,Mars,Księżyce Marsa
Astronomia,7,Mars,Topografia Marsa
Astronomia,7,Mars,Misje na Marsa
Astronomia,7,Mars,Meteoryty znalezione na Marsie
Astronomia,7,Neptun,Księżyce Neptuna
Astronomia,7,Merkury,Eksploracja Merkurego
Astronomia,7,Merkury,Kratery merkuriańskie
Astronomia,7,Saturn,Eksploracja Saturna
Astronomia,7,Saturn,Pierścienie Saturna
Astronomia,7,Wenus,Eksploracja Wenus
Astronomia,7,Saturn,Księżyce Saturna
Astronomia,7,Wenus,Kratery wenusjańskie
Astronomia,7,Uran,Księżyce Urana
Astronomia,7,Ziemia,Księżyc
Astronomia,7,Ziemia,Orbity okołoziemskie
Astronomia,7,Energia słoneczna,Energetyka słoneczna
Astronomia,7,Energia słoneczna,Fotowoltaika
Astronomia,7,Ziemskie kratery uderzeniowe,Kratery uderzeniowe w Afryce
Astronomia,7,Ziemskie kratery uderzeniowe,Kratery uderzeniowe w Ameryce Południowej
Astronomia,7,Ziemskie kratery uderzeniowe,Kratery uderzeniowe w Australii
Astronomia,7,Ziemskie kratery uderzeniowe,Kratery uderzeniowe w Europie
Astronomia,7,Ziemskie kratery uderzeniowe,Kratery uderzeniowe w Ameryce Północnej
Astronomia,7,Ziemskie kratery uderzeniowe,Kratery uderzeniowe w Azji
Astronomia,7,Ziemskie kratery uderzeniowe,Listy ziemskich kraterów uderzeniowych
Astronomia,7,Ziemskie kratery uderzeniowe,Jeziora meteorytowe
Biologia,7,Olbrzymkowce,Diksoniowate
Biologia,7,Paprotkowce,Dennstaedtiaceae
Biologia,7,Paprotkowce,Paprotkowate
Biologia,7,Paprotkowce,Onokleowate
Biologia,7,Paprotkowce,Orliczkowate
Biologia,7,Paprotkowce,Nerecznicowate
Biologia,7,Paprotkowce,Podrzeniowate
Biologia,7,Paprotkowce,Paprotnicowate
Biologia,7,Paprotkowce,Rozrzutkowate
Biologia,7,Paprotkowce,Dawaliowate
Biologia,7,Salwiniowce,Salwiniowate
Biologia,7,Salwiniowce,Marsyliowate
Biologia,7,Paprotkowce,Wietlicowate
Biologia,7,Tubulinea,Euamoebida
Biologia,7,Tubulinea,Leptomyxida
Biologia,7,Apikompleksy,Caryospora
Biologia,7,Apikompleksy,Barrouxia
Biologia,7,Apikompleksy,Cyclospora
Biologia,7,Lęgniowce,Wroślikowate
Biologia,7,Apikompleksy,Barrouxia
Biologia,7,Apikompleksy,Caryospora
Biologia,7,Apikompleksy,Cyclospora
Biologia,7,Ryby chrzęstnoszkieletowe,Zrosłogłowe
Biologia,7,Ryby chrzęstnoszkieletowe,Spodouste
Biologia,7,Ryby kostnoszkieletowe,Promieniopłetwe
Biologia,7,Wymarłe ryby,Ryby pancerne
Biologia,7,Wymarłe ryby,Wymarłe ryby według okresu geologicznego
Biologia,7,Ryby kostnoszkieletowe,Mięśniopłetwe
Biologia,7,Wymarłe ryby,Wymarłe spodouste
Biologia,7,Wymarłe ryby,Wymarłe mięśniopłetwe
Biologia,7,Wymarłe ryby,Wymarłe promieniopłetwe
Biologia,7,Ryby Europy,Ryby Polski hodowane w akwariach
Biologia,7,Ryby ozdobne,Złote rybki
Biologia,7,Ryby ozdobne,Ryby akwariowe
Chemia,7,Replikacja DNA,Inhibitory replikacji DNA
Chemia,7,Wirusy DNA,Inowirusy
Chemia,7,Wirusy DNA,Adenowirusy
Chemia,7,Wirusy DNA,Pandorawirusy
Chemia,7,Wirusy DNA,Mikrowirusy
Chemia,7,Wirusy DNA,Bakulowirusy
Chemia,7,Wirusy DNA,Herpeswirusy
Chemia,7,Wirusy DNA,Hepadnawirusy
Chemia,7,Wirusy DNA,Papillomawirusy
Chemia,7,Wirusy DNA,Parwowirusy
Chemia,7,Inhibitory replikacji RNA,Inhibitory proteazy serynowej NS3/4A
Chemia,7,Inhibitory replikacji RNA,Inhibitory białka NS5A
Chemia,7,Inhibitory replikacji RNA,Inhibitory odwrotnej transkryptazy
Chemia,7,Wirusy RNA,Arenawirusy
Chemia,7,Wirusy DNA,Papowawirusy
Chemia,7,Wirusy RNA,Astrowirusy
Chemia,7,Wirusy RNA,Flawiwirusy
Chemia,7,Wirusy RNA,Bornawirusy
Chemia,7,Wirusy RNA,Kaliciwirusy
Chemia,7,Wirusy RNA,Buniawirusy
Chemia,7,Wirusy RNA,Filowirusy
Chemia,7,Wirusy RNA,Koronawirusy
Chemia,7,Wirusy RNA,Ortomyksowirusy
Chemia,7,Wirusy RNA,Paramyksowirusy
Chemia,7,Pirymidyny,Puryny
Chemia,7,Nikotyniany,Estry kwasu nikotynowego
Chemia,7,Fenotiazyny,Barwniki tiazynowe
Fizyka,7,Wpływ promieniowania na zdrowie,Dozymetry
Fizyka,7,Minerały promieniotwórcze,Minerały uranylu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki ameryku
Fizyka,7,Związki pierwiastków radioaktywnych,Związki aktynu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki astatu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki fransu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki kiuru
Fizyka,7,Związki pierwiastków radioaktywnych,Związki neptunu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki plutonu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki bizmutu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki prometu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki bohru
Fizyka,7,Karotenoidy,Apokarotenoidy
Fizyka,7,Karotenoidy,Ksantofile
Fizyka,7,Karotenoidy,Karoteny
Fizyka,7,Enzymy,Enzymy działające na kwasy nukleinowe
Fizyka,7,Enzymy,Enzymy restrykcyjne
Fizyka,7,Enzymy,Liazy
Fizyka,7,Enzymy,Izomerazy
Fizyka,7,Enzymy,Hydrolazy
Fizyka,7,Enzymy,Oksydoreduktazy
Fizyka,7,Enzymy,Transferazy
Fizyka,7,Enzymy,Ligazy
Fizyka,7,Enzymy,Proenzymy
Fizyka,7,Bóstwa astralne,Bóstwa astralne w mitologii greckiej
Fizyka,7,Fizyka gwiazd,Gwiazdy hiperprędkościowe
Fizyka,7,Fizyka gwiazd,Supernowe
Fizyka,7,Fizyka gwiazd,Gwiazdy Wolfa-Rayeta
Fizyka,7,Fizyka gwiazd,Populacje gwiazdowe
Fizyka,7,Gwiazdy przed ciągiem głównym,Gwiazdy typu T Tauri
Fizyka,7,Fizyka gwiazd,Protogwiazdy
Fizyka,7,Fizyka gwiazd,Gwiazdy węglowe
Fizyka,7,Fizyka gwiazd,Typy gwiazd
Fizyka,7,Gwiazdy przed ciągiem głównym,Gwiazdy typu Herbig Ae/Be
Fizyka,7,Fizyka gwiazd,Gwiazdy uciekające
Fizyka,7,Gwiazdy w sąsiedztwie Słońca,Układ Alfa Centauri
Fizyka,7,Słońce,Zaćmienia Słońca
Fizyka,7,Słońce,Energia słoneczna
Fizyka,7,Listy gwiazd,Listy gwiazd według gwiazdozbioru
Fizyka,7,Słońce,Eksploracja Słońca
Fizyka,7,Słońce,Heliofizyka
Fizyka,7,Minerały promieniotwórcze,Minerały uranylu
Fizyka,7,Wpływ promieniowania na zdrowie,Dozymetry
Fizyka,7,Związki pierwiastków radioaktywnych,Związki ameryku
Fizyka,7,Związki pierwiastków radioaktywnych,Związki astatu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki aktynu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki kiuru
Fizyka,7,Związki pierwiastków radioaktywnych,Związki bizmutu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki fransu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki bohru
Fizyka,7,Związki pierwiastków radioaktywnych,Związki neptunu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki prometu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki plutonu
Fizyka,7,Wpływ promieniowania na zdrowie,Dozymetry
Fizyka,7,Związki pierwiastków radioaktywnych,Związki ameryku
Fizyka,7,Związki pierwiastków radioaktywnych,Związki aktynu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki bizmutu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki bohru
Fizyka,7,Związki pierwiastków radioaktywnych,Związki astatu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki kiuru
Fizyka,7,Związki pierwiastków radioaktywnych,Związki fransu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki neptunu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki prometu
Fizyka,7,Związki pierwiastków radioaktywnych,Związki plutonu
Fizyka,7,Minerały promieniotwórcze,Minerały uranylu
Fizyka,7,Związki bizmutu,Organiczne związki bizmutu
Fizyka,7,Związki bizmutu,Sole bizmutu
Fizyka,7,Odmiany alotropowe pierwiastków,Odmiany alotropowe węgla
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XIX wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XVIII wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XXI wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XX wieku
Fizyka,7,Brytyjscy fizycy XIX wieku,Angielscy fizycy XIX wieku
Fizyka,7,Brytyjscy fizycy XVIII wieku,Angielscy fizycy XVIII wieku
Fizyka,7,Brytyjscy fizycy XX wieku,Angielscy fizycy XX wieku
Fizyka,7,Brytyjscy fizycy XXI wieku,Angielscy fizycy XXI wieku
Fizyka,7,Brytyjscy fizycy XIX wieku,Angielscy fizycy XIX wieku
Fizyka,7,Brytyjscy fizycy XX wieku,Angielscy fizycy XX wieku
Fizyka,7,Brytyjscy fizycy XXI wieku,Angielscy fizycy XXI wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XIX wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XXI wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XVIII wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XX wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XIX wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XVIII wieku
Fizyka,7,Brytyjscy fizycy XIX wieku,Angielscy fizycy XIX wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XX wieku
Fizyka,7,Angielscy fizycy według wieku,Angielscy fizycy XXI wieku
Fizyka,7,Brytyjscy fizycy XVIII wieku,Angielscy fizycy XVIII wieku
Fizyka,7,Brytyjscy fizycy XX wieku,Angielscy fizycy XX wieku
Fizyka,7,Brytyjscy fizycy XXI wieku,Angielscy fizycy XXI wieku
Informatyka,7,Tablice rejestracyjne,Tablice rejestracyjne w Polsce
Biologia,8,Euamoebida,Amoebidae
Biologia,8,Euamoebida,Hartmannellidae
Biologia,8,Spodouste,Wymarłe spodouste
Biologia,8,Spodouste,Płaszczki
Biologia,8,Spodouste,Selachii
Biologia,8,Promieniopłetwe,Wymarłe promieniopłetwe
Biologia,8,Promieniopłetwe,Actinopteri
Biologia,8,Wymarłe ryby według okresu geologicznego,Ryby dewonu
Biologia,8,Mięśniopłetwe,Wymarłe mięśniopłetwe
Biologia,8,Wymarłe ryby według okresu geologicznego,Ryby jury
Biologia,8,Promieniopłetwe,Wielopłetwcokształtne
Biologia,8,Wymarłe ryby według okresu geologicznego,Ryby kredy
Biologia,8,Wymarłe ryby według okresu geologicznego,Ryby syluru
Biologia,8,Wymarłe ryby według okresu geologicznego,Wymarłe ryby kenozoiku
Biologia,8,Wymarłe promieniopłetwe,Aspidorhynchiformes
Biologia,8,Wymarłe promieniopłetwe,Pycnodontiformes
Biologia,8,Ryby akwariowe,Brzanki hodowane w akwariach
Biologia,8,Ryby akwariowe,Danio hodowane w akwariach
Biologia,8,Ryby akwariowe,Kiryskowate hodowane w akwariach
Biologia,8,Ryby akwariowe,Piękniczkowate hodowane w akwariach
Biologia,8,Ryby akwariowe,Ryby Polski hodowane w akwariach
Biologia,8,Ryby akwariowe,Sumy hodowane w akwariach
Biologia,8,Ryby akwariowe,Bocje hodowane w akwariach
Biologia,8,Ryby akwariowe,Zbrojnikowate hodowane w akwariach
Psychologia,7,Kanibalizm,Kanibale
Psychologia,7,Adźapajoga,Guru adźapajogi
Psychologia,7,Hathajoga,Asany
Psychologia,7,Psychoanalitycy według narodowości,Amerykańscy psychoanalitycy
Psychologia,7,Psychoanalitycy według narodowości,Austriaccy psychoanalitycy
Psychologia,7,Psychoanalitycy według narodowości,Polscy psychoanalitycy
Psychologia,7,Psychoanalitycy według narodowości,Brytyjscy psychoanalitycy
Psychologia,7,Psychoanalitycy według narodowości,Niemieccy psychoanalitycy
Psychologia,7,Psychoanalitycy według narodowości,Francuscy psychoanalitycy
Psychologia,7,Psychoanalitycy według narodowości,Węgierscy psychoanalitycy
Psychologia,7,Psychoanalitycy według narodowości,Rosyjscy psychoanalitycy
Psychologia,7,Psychoanalitycy według narodowości,Szwajcarscy psychoanalitycy
Psychologia,7,Samobójcy według narodowości,Albańscy samobójcy
Psychologia,7,Samobójcy według narodowości,Austriaccy samobójcy
Psychologia,7,Samobójcy według narodowości,Amerykańscy samobójcy
Psychologia,7,Samobójcy według narodowości,Belgijscy samobójcy
Psychologia,7,Samobójcy według narodowości,Australijscy samobójcy
Psychologia,7,Samobójcy według narodowości,Argentyńscy samobójcy
Psychologia,7,Samobójcy według narodowości,Brytyjscy samobójcy
Psychologia,7,Samobójcy według narodowości,Bułgarscy samobójcy
Psychologia,7,Samobójcy według narodowości,Brazylijscy samobójcy
Psychologia,7,Samobójcy według narodowości,Białoruscy samobójcy
Psychologia,7,Zamachowcy-samobójcy,Wykonawcy zamachu z 11 września 2001
Psychologia,7,Działacze antyalkoholowi,Polscy działacze antyalkoholowi
Psychologia,7,Antagonisty receptorów dopaminowych,Atypowe leki przeciwpsychotyczne
Psychologia,7,Antagonisty receptorów dopaminowych,Typowe leki przeciwpsychotyczne
Psychologia,7,Depresanty,Benzodiazepiny
Psychologia,7,Depresanty,Barbiturany
Psychologia,7,Depresanty,Opioidy
Psychologia,7,Leki psychoanaleptyczne,Leki przeciw otępieniu starczemu
Psychologia,7,Leki psychoanaleptyczne,Leki przeciwdepresyjne
Psychologia,7,Leki psychoanaleptyczne,Leki psychostymulujące i nootropowe
Psychologia,7,Leki psycholeptyczne,Leki nasenne i uspokajające
Psychologia,7,Leki psycholeptyczne,Leki przeciwlękowe
Psychologia,7,Leki psycholeptyczne,Leki przeciwpsychotyczne
Psychologia,7,Marihuana,Palenie marihuany
Psychologia,7,Psychodeliki,Dysocjanty
Psychologia,7,Psychodeliki,Psychodeliczne fenyloetyloaminy
Psychologia,7,Psychodeliki,Psychoaktywne kannabinoidy
Psychologia,7,Psychodeliki,Psychodelia
Psychologia,7,Psychodeliki,Psychodeliczne tryptaminy
Psychologia,7,Psychodeliki,Haszysz
Psychologia,7,Psychodeliki,Psychodeliczne lizergamidy
Psychologia,7,Stymulanty,Fenyloetyloaminy
Psychologia,7,Stymulanty,Ksantyny
Psychologia,7,Fobie,Fobie specyficzne
Psychologia,7,Anatomia narządu słuchu i równowagi,Płatek ucha
Psychologia,7,Oko,Narządy dodatkowe oka
Psychologia,7,Oko,Złudzenie optyczne
Psychologia,7,Leki przeciwbólowe,Opioidy
Psychologia,7,Leki przeciwbólowe,Niesteroidowe leki przeciwzapalne
Psychologia,7,Leki przeciwbólowe,Środki znieczulające miejscowo
Psychologia,7,Skóra,Włosy
Psychologia,7,Rozrywka matematyczna,Naukowcy o liczbie Erdősa = 1
Psychologia,7,Roboty wojskowe,Future Combat Systems
Psychologia,7,Roboty w fantastyce,Filmy o robotach
Psychologia,7,Roboty wojskowe,Bezzałogowe statki powietrzne
Psychologia,7,Roboty,Roboty medyczne
Psychologia,7,Roboty,Roboty w fantastyce
Psychologia,7,Roboty,Roboty wojskowe
Psychologia,7,Roboty,Zawody robotów
Psychologia,7,Zawody robotów,RoboCup
Psychologia,7,Roboty,Roboty zoomorficzne
Psychologia,7,Krionika,Krionicy
Psychologia,7,Krionika,Ludzie poddani krioprezerwacji
Psychologia,7,Błędy językowe,Błędy logiczno-językowe
Psychologia,7,Rady języka,Akademia Francuska
Psychologia,7,Słownik geograficzny Królestwa Polskiego,Autorzy artykułów w Słowniku geograficznym Królestwa Polskiego
Psychologia,7,Słownik geograficzny Królestwa Polskiego,Redaktorzy Słownika geograficznego Królestwa Polskiego
Psychologia,7,Słowniki biograficzne,Polskie słowniki biograficzne
Informatyka,7,Filmy o Transformerach,Seriale animowane o Transformerach
Informatyka,7,Bezzałogowe statki powietrzne według państw,Amerykańskie bezzałogowe statki powietrzne
Informatyka,7,Bezzałogowe statki powietrzne według państw,Brytyjskie bezzałogowe statki powietrzne
Informatyka,7,Bezzałogowe statki powietrzne według państw,Rosyjskie bezzałogowe statki powietrzne
Informatyka,7,Bezzałogowe statki powietrzne według państw,Chińskie bezzałogowe statki powietrzne
Informatyka,7,Bezzałogowe statki powietrzne według państw,Niemieckie bezzałogowe statki powietrzne
Informatyka,7,Bezzałogowe statki powietrzne według państw,Radzieckie bezzałogowe statki powietrzne
Informatyka,7,Bezzałogowe statki powietrzne według państw,Izraelskie bezzałogowe statki powietrzne
Informatyka,7,Bezzałogowe statki powietrzne według państw,Polskie bezzałogowe statki powietrzne
Informatyka,7,Bezzałogowe statki powietrzne według państw,Francuskie bezzałogowe statki powietrzne
Informatyka,7,Bezpieczeństwo systemów operacyjnych,Administracja systemem
Informatyka,7,Budowa systemu operacyjnego,Biblioteki programistyczne
Informatyka,7,Mobilne systemy operacyjne,Android
Informatyka,7,GNU,DotGNU
Informatyka,7,Budowa systemu operacyjnego,Menedżery logowania
Informatyka,7,Budowa systemu operacyjnego,Menedżery okien
Informatyka,7,GNU,Emacs
Informatyka,7,Budowa systemu operacyjnego,Jądro systemu operacyjnego
Informatyka,7,Mobilne systemy operacyjne,IOS
Informatyka,7,Budowa systemu operacyjnego,Pliki wykonywalne
Informatyka,7,GNU,GNOME
Informatyka,7,Budowa systemu operacyjnego,Polecenia systemowe
Informatyka,7,Budowa systemu operacyjnego,Środowiska graficzne
Informatyka,7,Budowa systemu operacyjnego,Systemy plików
Informatyka,7,Budowa systemu operacyjnego,Programy rozruchowe
Informatyka,7,Budowa systemu operacyjnego,Powłoki systemowe
Informatyka,7,Inteligentne urządzenia,Inteligentne sieci elektroenergetyczne
Informatyka,7,Inteligentne urządzenia,Internet rzeczy
Informatyka,7,Roboty,Roboty w fantastyce
Informatyka,7,Roboty,Roboty zoomorficzne
Informatyka,7,Roboty,Roboty wojskowe
Informatyka,7,Roboty,Roboty medyczne
Informatyka,7,Roboty,Zawody robotów
Psychologia,7,Rozrywka matematyczna,Naukowcy o liczbie Erdősa = 1
Psychologia,7,Roboty,Roboty medyczne
Psychologia,7,Roboty,Roboty w fantastyce
Psychologia,7,Roboty,Roboty wojskowe
Psychologia,7,Roboty,Zawody robotów
Psychologia,7,Roboty,Roboty zoomorficzne
Psychologia,7,Roboty w fantastyce,Filmy o robotach
Psychologia,7,Roboty wojskowe,Future Combat Systems
Psychologia,7,Roboty wojskowe,Bezzałogowe statki powietrzne
Psychologia,7,Zawody robotów,RoboCup
Psychologia,7,Krionika,Ludzie poddani krioprezerwacji
Biologia,7,Włosy ludzkie,Fryzury
Biologia,7,Włosy ludzkie,Depilacja
Psychologia,7,Krionika,Krionicy
Biologia,7,Włosy ludzkie,Kolor włosów
Biologia,7,Mózgowie,Układ limbiczny
Biologia,7,Puszcza Augustowska,Jeziora w Puszczy Augustowskiej
Biologia,7,Puszcza Augustowska,Rzeki Puszczy Augustowskiej
Biologia,7,Puszcza Augustowska,Rezerwaty przyrody na terenie Puszczy Augustowskiej
Biologia,7,Puszcza Białowieska,Ludzie związani z Puszczą Białowieską
Biologia,7,Puszcza Białowieska,Narewka
Biologia,7,Puszcza Białowieska,Białowieża
Biologia,7,Puszcza Białowieska,Białowieski Park Narodowy
Biologia,7,Puszcza Białowieska,Pomniki przyrody Puszczy Białowieskiej
Biologia,7,Puszcza Białowieska,Rzeki Puszczy Białowieskiej
Biologia,7,Puszcza Białowieska,Rezerwaty przyrody w Puszczy Białowieskiej
Biologia,7,Puszcza Knyszyńska,Rezerwaty przyrody na terenie Puszczy Knyszyńskiej
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Argentyny
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Brazylii
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Boliwii
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Ekwadoru
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Gujany
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Gujany Francuskiej
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Paragwaju
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Urugwaju
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Peru
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Kolumbii
Biologia,7,Chrząszcze Australii,Tasmosalpingidae
Biologia,7,Chrząszcze Azji,Chrząszcze Bhutanu
Biologia,7,Chrząszcze Azji,Chrząszcze Filipin
Biologia,7,Chrząszcze Azji,Chrząszcze Bangladeszu
Biologia,7,Chrząszcze Azji,Chrząszcze Brunei
Biologia,7,Chrząszcze Azji,Chrząszcze Afganistanu
Biologia,7,Chrząszcze Azji,Chrząszcze Chin
Biologia,7,Chrząszcze Azji,Chrząszcze Azji Środkowej
Biologia,7,Chrząszcze Azji,Chrząszcze Indii
Biologia,7,Chrząszcze Azji,Chrząszcze Indonezji
Biologia,7,Chrząszcze Azji,Chrząszcze Iraku
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Brazylii
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Argentyny
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Kolumbii
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Gujany
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Boliwii
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Ekwadoru
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Paragwaju
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Peru
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Gujany Francuskiej
Biologia,7,Chrząszcze Ameryki Południowej,Chrząszcze Urugwaju
